Longitude,Latitude
41.6544215340933,-0.8991345326412327
41.65349164427431,-0.8997299830425389
41.654553801813194,-0.9001805941570403
41.654613923414246,-0.9000464837062956
41.65483837689575,-0.8992364565837988
41.65501473265394,-0.898517624567808
41.65501874073374,-0.8983844361264123
41.655000704372696,-0.8982744655568017
41.65495461142697,-0.8981618127781762
41.65490851844834,-0.8980008802372828
41.65488446992467,-0.8978104433972256
41.65490451036169,-0.8976924262005702
41.654936575048,-0.8975663623768703
41.655062829595124,-0.8974295697171109
41.655099039464176,-0.897410527016418
41.65515740702526,-0.897401139284866
41.65521301898701,-0.8974101917402912
41.655257358219444,-0.8974128739493061
41.655325244781665,-0.8974504248755147
41.655421415743234,-0.8975321470078693
41.65554316028715,-0.8977152077731362
41.655593761861184,-0.8978960263793054
41.65562081615178,-0.898069028860766
