Longitude,Latitude
41.65789415665549,-0.8822202405493816
41.65788413690288,-0.8820280435096581
41.65780397882571,-0.8818501376148415
41.657768909635564,-0.8818125866886329
41.6577258246044,-0.8818085633751106
41.65765969403546,-0.8818367265697671
41.657503385148004,-0.8819694959160045
41.657391163148674,-0.8820673965450493
41.657674362250106,-0.8826795530423241
41.65770211783254,-0.8832685074460799
41.65760330288501,-0.8834830344221506
41.65719473319493,-0.8836736837965056
41.657343846423345,-0.8842911754328652
41.65748111805027,-0.8851037171263154
41.65752420324512,-0.885474044256421
41.6575452448414,-0.885833460264417
41.65756578055763,-0.8861002616324838
41.65759583995941,-0.8865468494334636
41.65760285381779,-0.8867493562140886
41.6574014555799,-0.8868056826034008
41.65723312224111,-0.8868713967242658
41.6573048553542,-0.8872940925756152
