Longitude,Latitude
41.65186431244766,-0.8812619142336823
41.65130715967908,-0.8818224959177948
41.65019968371345,-0.8829578550647902
41.649556335584236,-0.883612314064423
41.64892500640778,-0.8842506798099672
41.64870253655718,-0.8845054896663817
41.64854420169104,-0.8847093375515133
41.64840791314012,-0.8848595412563474
41.648193458513106,-0.8850687535595085
41.647816658000096,-0.8854496272396232
41.64771644472671,-0.8855622800182487
41.647618235567535,-0.8856937082599783
41.64758015442473,-0.8857661279033805
41.647556103165044,-0.8859029205631397
41.647606209945934,-0.8860450776409289
41.64767235083704,-0.8861255439113758
41.64802510110948,-0.886383035976805
41.64852053652592,-0.8867206848850354
41.648771066290266,-0.8868923462619887
41.64933025542203,-0.8872745678797773
41.64949660520338,-0.8873764918223431
41.64969101343968,-0.8874194071665816
41.64971706810718,-0.8873067543879561
41.649706044979894,-0.8872522301078255
41.64952730356842,-0.8869430511000753
41.64899600240389,-0.8860180808764053
41.648703384565266,-0.8855084611635758
41.6493046526563,-0.8849049641352252
41.64987384794509,-0.8843068315249047
