Longitude,Latitude
41.64111554171828,-0.8838509063174915
41.641460310043044,-0.8845429162433331
41.64191331678185,-0.8854334096362773
41.64215785891909,-0.885900114004868
41.64225407196457,-0.8860610465457617
41.64326029145769,-0.8859054784228979
41.6444699389136,-0.8857230882098848
41.64509529870173,-0.8856211642673191
41.64609746519196,-0.8854655961444554
41.64635401730743,-0.8854441384723362
41.64642216379136,-0.8854777079945384
41.646508348947236,-0.8854924601441202
41.6468360519176,-0.8854347926503001
41.64694328157958,-0.885410652769165
41.647098613951016,-0.8854508859043884
41.647360172775365,-0.8855823141461193
